Smeb,3.284,2.492,6.708,262.776,250
WildTurtle,4.66438356164,2.34589041096,5.60273972603,300.770547945,292
Acorn,2.65919282511,3.09417040359,7.45739910314,241.780269058,223
Deft,5.3137829912,2.46920821114,7.60117302053,288.410557185,341
Mata,0.880108991826,2.9727520436,11.1416893733,30.8991825613,367
Impact,2.99209486166,2.55731225296,7.28063241107,234.743083004,253
Bengi,2.26296296296,2.45925925926,8.81111111111,105.333333333,270
Faker,4.93134328358,2.23582089552,6.09552238806,303.692537313,335
Piglet,4.77824267782,1.98744769874,5.88284518828,285.782426778,239
TrAce,2.00411522634,2.38683127572,5.7037037037,276.510288066,243
ssumday,3.12734082397,2.265917603,6.26217228464,304.550561798,267
mithy,0.78431372549,2.48529411765,8.76470588235,29.3823529412,204
BalIs,2.54230769231,2.52307692308,6.55,241.061538462,260
Meteos,2.66666666667,1.68831168831,7.60606060606,144.510822511,231
Hai,3.54132231405,2.87190082645,6.92148760331,225.140495868,242
Sneaky,4.48763250883,1.88692579505,5.73498233216,288.869257951,283
LemonNation,0.791489361702,2.69787234043,9.69787234043,28.2510638298,235
Bang,4.24662162162,1.65202702703,5.82094594595,317.5,296
Wolf,0.678321678322,2.1993006993,9.46153846154,35.8531468531,286
KurO,4.3487394958,2.04621848739,6.10924369748,304.886554622,238
PawN,4.82213438735,2.39130434783,7.60869565217,277.154150198,253
CoCo,3.71428571429,2.375,5.22321428571,330.357142857,224
Arrow,4.06015037594,1.83458646617,5.97368421053,305.086466165,266
Ggoong,4.05855855856,2.19369369369,5.42792792793,332.427927928,222
GorillA,0.640677966102,2.77288135593,9.9593220339,31.9491525424,295
GBM,3.40975609756,2.58048780488,4.76585365854,307.990243902,205
Spirit,2.80281690141,2.84154929577,7.28521126761,139.348591549,284
Uzi (Jian Zi-Hao),5.69454545455,2.68,6.10909090909,319.047272727,275
Cool,4.71008403361,2.84453781513,6.23949579832,284.68487395,238
Looper,2.85303514377,2.30031948882,7.16932907348,249.440894569,313
AmazingJ,3.0,2.6103286385,6.28169014085,254.79342723,213
Morning,2.85645933014,1.81339712919,6.84688995215,272.04784689,209
Jay,1.45801526718,2.46564885496,9.19465648855,87.7748091603,262
Jankos,2.74299065421,2.15420560748,6.19626168224,145.275700935,214
Swift,2.98666666667,3.35555555556,7.88888888889,137.328888889,225
MaRin,3.08949416342,2.60311284047,5.69649805447,287.945525292,257
Mystic,4.19369369369,2.91441441441,5.4954954955,301.315315315,222
Amazing (Maurice Stückenschneider),2.48605577689,2.34661354582,6.74900398406,139.362549801,251
Duke,2.59459459459,2.09266409266,6.04247104247,297.054054054,259
MorZB,0.619433198381,3.27530364372,9.86639676113,31.979757085,247
Febiven,4.0,1.8640776699,5.73300970874,307.203883495,206
RooKie,4.31879194631,2.70805369128,6.25838926174,304.66442953,298
Koro1,3.17054263566,2.57751937984,7.93798449612,248.833333333,258
Kitties,0.642335766423,3.29197080292,10.0583941606,29.7554744526,274
Quan,2.5983935743,3.37751004016,8.43373493976,123.670682731,249
Pyl,0.79298245614,3.57894736842,10.0666666667,29.9859649123,285
Corn,3.80597014925,2.61194029851,6.15671641791,270.71641791,268
We1less,4.78879310345,2.93103448276,5.95689655172,305.254310345,232
Xiye,3.76388888889,2.88888888889,5.43981481481,295.925925926,216
Flandre,2.90534979424,3.08641975309,6.64609053498,278.012345679,243
Mlxg,3.24137931034,2.6724137931,8.79310344828,140.267241379,232
Meiko,1.14516129032,2.54838709677,11.9435483871,33.4596774194,248
Xiaohu,4.20276497696,2.5069124424,6.8801843318,304.884792627,217
